filename;sentence number;arg1;rel;arg2;arg1 start;arg1 end;rel start;rel end;arg2 start;arg2 end;conf;sentence words;sentence pos tags;sentence chunk tags;arg1 normalized;rel normalized;arg2 normalized
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;1;AL Errors OpenAL;detects only;a subset of those conditions;0;3;3;5;5;10;0.20433399032209082;AL Errors OpenAL detects only a subset of those conditions that could be considered errors .;NNP NNP NNP VBZ RB DT NN IN DT NNS WDT MD VB VBN NNS .;B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP I-VP I-VP B-NP O;al errors openal;detect;a subset of those conditions
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;1;only a subset of those conditions;could be considered;errors;4;10;11;14;14;15;0.14822796712593167;AL Errors OpenAL detects only a subset of those conditions that could be considered errors .;NNP NNP NNP VBZ RB DT NN IN DT NNS WDT MD VB VBN NNS .;B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP I-VP I-VP B-NP O;only a subset of those conditions;consider;errors
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;2;many cases error checking;would adversely impact the performance of;an error-free program;4;8;8;14;14;17;0.634905209040795;This is because in many cases error checking would adversely impact the performance of an error-free program .;DT VBZ IN IN JJ NNS NN NN MD RB VB DT NN IN DT JJ NN .;B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP O;many cases error checking;impact performance of;an error-free program
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;3;ALenum alGetErroris;used to obtain;error information;3;5;5;8;8;10;0.6469822452708904;The command : ALenum alGetErroris used to obtain error information .;DT NN : NN NN VBD TO VB NN NN .;B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-NP I-NP O;alenum algeterroris;use to obtain;error information
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;4;Each detectable error;is assigned;a numeric code;0;3;3;5;5;8;0.9367238205926237;Each detectable error is assigned a numeric code .;DT JJ NN VBZ VBN DT JJ NN .;B-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP O;each detectable error;assign;a numeric code
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;5;an error;is detected by;AL;1;3;3;6;6;7;0.9373643582369061;When an error is detected by AL , a flag is set and the error code is recorded .;WRB DT NN VBZ VBN IN NNP , DT NN VBZ VBN CC DT NN NN VBZ VBN .;B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP O B-NP I-NP B-VP I-VP O B-NP I-NP I-NP B-VP I-VP O;an error;detect by;al
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;6;they;do not affect;this recorded code;4;5;7;10;10;13;0.02508851619541027;Further errors , if they occur , do not affect this recorded code .;JJ NNS , IN PRP VBP , VBP RB VB DT JJ NN .;B-NP I-NP O B-SBAR B-NP B-VP O B-VP I-VP I-VP B-NP I-NP I-NP O;they;affect;this recorded code
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;7;a further error;will again record;its code;17;20;20;23;23;25;0.45427362623855017;When alGetError is called , the code is returned and the flag is cleared , so that a further error will again record its code .;WRB NN VBZ VBN , DT NN VBZ VBN CC DT NN VBZ VBN , RB IN DT JJ NN MD RB VB PRP$ NN .;B-ADVP B-NP B-VP I-VP O B-NP I-NP B-VP I-VP O B-NP I-NP B-VP I-VP O B-PP I-PP B-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP O;a further error;record;its code
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;9;Error codes;can be mapped to;strings;0;2;2;6;6;7;0.9447114730099929;Error codes can be mapped to strings .;NN NNS MD VB VBN TO NNS .;B-NP I-NP B-VP I-VP I-VP B-PP B-NP O;error codes;map to;strings
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;10;The alGetString function;returns a pointer to;a constant string;0;3;3;7;7;10;0.3628838605183336;The alGetString function returns a pointer to a constant string that is identical to the identifier used for the enumeration value , as defined in the specification .;DT JJ NN VBZ DT NN TO DT JJ NN WDT VBZ JJ TO DT NN VBN IN DT NN NN , IN VBN IN DT NN .;B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-NP B-VP B-ADJP B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP O B-SBAR B-VP B-PP B-NP I-NP O;the algetstring function;return pointer to;a constant string
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;10;a constant string;is identical to;the identifier;7;10;11;14;14;16;0.09700676724579176;The alGetString function returns a pointer to a constant string that is identical to the identifier used for the enumeration value , as defined in the specification .;DT JJ NN VBZ DT NN TO DT JJ NN WDT VBZ JJ TO DT NN VBN IN DT NN NN , IN VBN IN DT NN .;B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-NP B-VP B-ADJP B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP O B-SBAR B-VP B-PP B-NP I-NP O;a constant string;be identical to;the identifier
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;14;The table above;summarizes;the AL errors;0;3;3;4;4;7;0.943669801449269;The table above summarizes the AL errors .;DT NN IN VBZ DT NNP NNS .;B-NP I-NP I-NP B-VP B-NP I-NP I-NP O;the table above;summarize;the al errors
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;16;it;has no effect on;AL state or output buffer contents;13;14;14;18;18;24;0.6845304630871042;In other cases , the command generating the error is ignored so that it has no effect on AL state or output buffer contents .;IN JJ NNS , DT NN VBG DT NN VBZ VBN RB IN PRP VBZ DT NN IN NNP NN CC NN NN NNS .;B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP B-VP I-VP B-ADVP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O;it;have effect on;al state or output buffer contents
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;17;it;returns;zero;9;10;10;11;11;12;0.19742216938117155;If the error generating command returns a value , it returns zero .;IN DT NN VBG NN NNS DT NN , PRP VBZ CD .;B-SBAR B-NP I-NP B-VP B-NP I-NP B-NP I-NP O B-NP B-VP B-NP O;it;return;#
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;18;the generating command;modifies;values;1;4;4;5;5;6;0.163960140868634;If the generating command modifies values through a pointer argument , no change is made to these values .;IN DT VBG NN VBZ NNS IN DT NN NN , DT NN VBZ VBN TO DT NNS .;B-SBAR B-NP I-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP O;the generating command;modify;values
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;18;no change;is made to;these values;11;13;13;16;16;18;0.7436860102170327;If the generating command modifies values through a pointer argument , no change is made to these values .;IN DT VBG NN VBZ NNS IN DT NN NN , DT NN VBZ VBN TO DT NNS .;B-SBAR B-NP I-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP O;no change;make to;these values
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;19;These error semantics;apply only to;AL errors;0;3;3;6;6;8;0.9707625167143719;These error semantics apply only to AL errors , not to system errors such as memory access errors .;DT NN NNS VBP RB TO NNP NNS , RB TO NN NNS JJ IN NN NN NNS .;B-NP I-NP I-NP B-VP B-ADVP B-PP B-NP I-NP O O O B-NP I-NP B-PP I-PP B-NP I-NP I-NP O;these error semantics;apply to;al errors
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;20;Several error generation conditions;are implicit in;the description of the various AL commands;0;4;4;7;7;14;0.9604933914914315;Several error generation conditions are implicit in the description of the various AL commands .;JJ NN NN NNS VBP JJ IN DT NN IN DT JJ NNP NNS .;B-NP I-NP I-NP I-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O;several error generation conditions;be implicit in;the description of the various al commands
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;21;a command;requires;an enumerated value;3;5;6;7;7;10;0.0028573403985597766;First , if a command that requires an enumerated value is passed a value that is not one of those specified as allowable for that command , the error AL_INVALID_ENUM results .;RB , IN DT NN WDT VBZ DT JJ NN VBZ VBN DT NN WDT VBZ RB CD IN DT VBN IN JJ IN DT NN , DT NN NNP NNS .;B-ADVP O B-SBAR B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP O;a command;require;an enumerated value
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;21;an enumerated value;is passed;a value;7;10;10;12;12;14;0.06556461195583527;First , if a command that requires an enumerated value is passed a value that is not one of those specified as allowable for that command , the error AL_INVALID_ENUM results .;RB , IN DT NN WDT VBZ DT JJ NN VBZ VBN DT NN WDT VBZ RB CD IN DT VBN IN JJ IN DT NN , DT NN NNP NNS .;B-ADVP O B-SBAR B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP O;an enumerated value;pass;a value
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;21;a value;is not one of;those;12;14;15;19;19;20;0.012121793998322847;First , if a command that requires an enumerated value is passed a value that is not one of those specified as allowable for that command , the error AL_INVALID_ENUM results .;RB , IN DT NN WDT VBZ DT JJ NN VBZ VBN DT NN WDT VBZ RB CD IN DT VBN IN JJ IN DT NN , DT NN NNP NNS .;B-ADVP O B-SBAR B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP O;a value;be one of;those
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;22;This;is;the case;0;1;1;2;2;4;0.6824969240964696;This is the case even if the argument is a pointer to a symbolic constant if that value is not allowable for the given command .;DT VBZ DT NN RB IN DT NN VBZ DT NN TO DT JJ JJ IN DT NN VBZ RB JJ IN DT VBN NN .;B-NP B-VP B-NP I-NP B-ADVP B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-ADJP B-PP B-NP I-NP B-VP O B-ADJP B-SBAR B-NP I-NP I-NP O;this;be;the case
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;22;the argument;is a pointer to;a symbolic;6;8;8;12;12;14;0.1812461597635558;This is the case even if the argument is a pointer to a symbolic constant if that value is not allowable for the given command .;DT VBZ DT NN RB IN DT NN VBZ DT NN TO DT JJ JJ IN DT NN VBZ RB JJ IN DT VBN NN .;B-NP B-VP B-NP I-NP B-ADVP B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-ADJP B-PP B-NP I-NP B-VP O B-ADJP B-SBAR B-NP I-NP I-NP O;the argument;be pointer to;a symbolic
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;22;a symbolic;is not allowable for;the given command;12;14;18;22;22;25;0.40747992832216023;This is the case even if the argument is a pointer to a symbolic constant if that value is not allowable for the given command .;DT VBZ DT NN RB IN DT NN VBZ DT NN TO DT JJ JJ IN DT NN VBZ RB JJ IN DT VBN NN .;B-NP B-VP B-NP I-NP B-ADVP B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-ADJP B-PP B-NP I-NP B-VP O B-ADJP B-SBAR B-NP I-NP I-NP O;a symbolic;be allowable for;the given command
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;23;This;will occur whether;the value;0;1;1;4;4;6;0.3185378343139195;This will occur whether the value is allowable for other functions , or an invalid integer value .;DT MD VB IN DT NN VBZ VBN IN JJ NNS , CC DT JJ NN NN .;B-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O O B-NP I-NP I-NP I-NP O;this;occur whether;the value
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;23;the value;is allowable for;other functions;4;6;6;9;9;11;0.75730440571733;This will occur whether the value is allowable for other functions , or an invalid integer value .;DT MD VB IN DT NN VBZ VBN IN JJ NNS , CC DT JJ NN NN .;B-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O O B-NP I-NP I-NP I-NP O;the value;allowable for;other functions
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;24;Integer parameters;are used as;names;0;2;3;6;6;7;0.5542369634824073;Integer parameters that are used as names for OpenAL objects such as buffers and sources are checked for validity .;NNP NNS WDT VBP VBN IN NNS IN NNP NNS JJ IN NNS CC NNS VBP VBN IN NN .;B-NP I-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP I-PP B-NP I-NP I-NP B-VP I-VP B-PP B-NP O;integer parameters;use as;names
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;24;buffers and sources;are checked for;validity;12;15;15;18;18;19;0.859177259236018;Integer parameters that are used as names for OpenAL objects such as buffers and sources are checked for validity .;NNP NNS WDT VBP VBN IN NNS IN NNP NNS JJ IN NNS CC NNS VBP VBN IN NN .;B-NP I-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP I-PP B-NP I-NP I-NP B-VP I-VP B-PP B-NP O;buffers and sources;check for;validity
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;25;an invalid name parameter;is specified in;an OpenAL command;1;5;5;8;8;11;0.39239415261159677;If an invalid name parameter is specified in an OpenAL command , an AL_INVALID_NAME error will be generated and the command is ignored .;IN DT JJ NN NN VBZ VBN IN DT NNP NN , DT NNP NN MD VB VBN CC DT NN VBZ VBN .;B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP I-VP O B-NP I-NP B-VP I-VP O;an invalid name parameter;specify in;an openal command
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;26;the specified range;will result in;the error;11;14;14;17;17;19;0.5458296297169775;An attempt to set integral or floating point values out of the specified range will result in the error AL_INVALID_VALUE.;DT NN TO VB NN CC VBG NN NNS IN IN DT VBN NN MD VB IN DT NN .;B-NP I-NP B-VP I-VP B-NP O B-VP B-NP I-NP B-PP B-PP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP O;the specified range;result in;the error
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;27;the implementation;emits;AL_INVALID_VALUE;6;8;8;9;9;10;0.6013566998888715;The specification does not guarantee that the implementation emits AL_INVALID_VALUE if a NaN or infinity value is passed in for a float or double argument .;DT NN VBZ RB VB IN DT NN VBZ NNP IN DT NNP CC NN NN VBZ VBN IN IN DT NN CC JJ NN .;B-NP I-NP B-VP I-VP I-VP B-SBAR B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PRT B-PP B-NP I-NP O B-NP I-NP O;the implementation;emit;al_invalid_value
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;27;a NaN or infinity value;is passed in for;a float;11;16;16;20;20;22;0.43612832003599733;The specification does not guarantee that the implementation emits AL_INVALID_VALUE if a NaN or infinity value is passed in for a float or double argument .;DT NN VBZ RB VB IN DT NN VBZ NNP IN DT NNP CC NN NN VBZ VBN IN IN DT NN CC JJ NN .;B-NP I-NP B-VP I-VP I-VP B-SBAR B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PRT B-PP B-NP I-NP O B-NP I-NP O;a nan or infinity value;pass in for;a float
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;29;certain commands;might not be applicable to;a given object;3;5;5;10;10;13;0.76493514805044;For example , certain commands might not be applicable to a given object .;IN NN , JJ NNS MD RB VB JJ TO DT VBN NN .;B-PP B-NP O B-NP I-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP I-NP O;certain commands;be applicable to;a given object
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;32;memory;is exhausted as;a side effect of the execution of an AL command;1;2;2;5;5;15;0.5808965888859152;If memory is exhausted as a side effect of the execution of an AL command , either on system level or by exhausting the allocated resources at AL 's internal disposal , the error AL_OUT_OF_MEMORY may be generated .;IN NN VBZ VBN IN DT NN NN IN DT NN IN DT NNP NN , CC IN NN NN CC IN VBG DT VBN NNS IN NNP POS JJ NN , DT NN NN MD VB VBN .;B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-PP B-NP I-NP O B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP I-VP O;memory;exhaust as;a side effect of the execution of an al command
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;33;This;can also happen independent of;recent commands;0;1;1;6;6;8;0.7396415019662632;This can also happen independent of recent commands if OpenAL has to request memory for an internal task and fails to allocate the required memory from the operating system .;DT MD RB VB JJ IN JJ NNS IN NNP VBZ TO VB NN IN DT JJ NN CC VBZ TO VB DT JJ NN IN DT NN NN .;B-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP B-PP B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O;this;happen independent of;recent commands
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;33;OpenAL;has to request;memory;9;10;10;13;13;14;0.052985912448187705;This can also happen independent of recent commands if OpenAL has to request memory for an internal task and fails to allocate the required memory from the operating system .;DT MD RB VB JJ IN JJ NNS IN NNP VBZ TO VB NN IN DT JJ NN CC VBZ TO VB DT JJ NN IN DT NN NN .;B-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP B-PP B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O;openal;have to request;memory
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;33;memory;fails to allocate;the required memory;13;14;19;22;22;25;0.19440058267360405;This can also happen independent of recent commands if OpenAL has to request memory for an internal task and fails to allocate the required memory from the operating system .;DT MD RB VB JJ IN JJ NNS IN NNP VBZ TO VB NN IN DT JJ NN CC VBZ TO VB DT JJ NN IN DT NN NN .;B-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP B-PP B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O;memory;fail to allocate;the required memory
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;34;errors;are generated only for;conditions;1;2;2;6;6;7;0.3394757287737618;Otherwise errors are generated only for conditions that are explicitly described in this specification .;RB NNS VBP VBN JJ IN NNS WDT VBP RB VBN IN DT NN .;O B-NP B-VP I-VP B-ADJP B-PP B-NP B-NP B-VP I-VP I-VP B-PP B-NP I-NP O;errors;generate only for;conditions
/Users/ronny/Dropbox/Studium/Mitschriften Notizen/152 WS/Bachelorarbeit/BachelorarbeitCode/corpora/OpenAL_1_ausschnitt.txt;34;conditions;are explicitly described in;this specification;6;7;8;12;12;14;0.23960360518006302;Otherwise errors are generated only for conditions that are explicitly described in this specification .;RB NNS VBP VBN JJ IN NNS WDT VBP RB VBN IN DT NN .;O B-NP B-VP I-VP B-ADJP B-PP B-NP B-NP B-VP I-VP I-VP B-PP B-NP I-NP O;conditions;describe in;this specification
